scene	code_index	source	jp_text	en_text	zh_text	original_controls	pc_status	match_kind
SEEN0414	984	pc-safe	`春原@「ただでさえ、ここのところ、連中との関係が穏やかじゃなくなってるんだからさ…」	`Sunohara@My relationship with those guys has been rocky at best lately and I haven't even been causing any trouble.	`春原@「别添乱了，最近我和那帮人啊，关系已经非常差了…」		anchor	same-scene-sequence
SEEN0414	986	pc-safe	`＊Ｂ@「派手に散ろうぜ」	`＊Ｂ@Then let's go out with a bang.	`＊Ｂ@「乘此机会勇敢地和他们一拍两散吧」		equal-segment	same-scene-sequence
SEEN0414	1002	pc-safe	`春原@「後、一年残ってるよっ！」	`Sunohara@I still have another year left here!	`春原@「我还要再在这儿呆一年哪！」		equal-segment	same-scene-sequence
SEEN0414	1004	pc-safe	`＊Ｂ@「おまえ、そうやって、ビクビク暮らしてくのな」	`＊Ｂ@And you're just going to live in fear like this the entire time?	`＊Ｂ@「你啊，那就这样畏首畏尾地活下去吧」		equal-segment	same-scene-sequence
SEEN0414	1020	pc-safe	`春原@「あのね…」	`Sunohara@Hey now...	`春原@「我说…」		equal-segment	same-scene-sequence
SEEN0414	1022	pc-safe	`春原@「僕だって、一対一なら引くことはないさ。たとえ、相手がラグビー部だとしてもね」	`Sunohara@I don't back down from one-on-one fights, even if that means fighting one of the rugby guys.	`春原@「如果是一对一，就算对手是橄榄球队的，我也不会怯阵」		anchor	same-scene-sequence
SEEN0414	1038	pc-safe	`春原@「けど、周りは全部ラグビー部の部屋…」	`Sunohara@But he's not the only guy on the team living here. They're in all the rooms around us.	`春原@「可是，这周围全都是橄榄球队的房间…」		equal-segment	same-scene-sequence
SEEN0414	1040	pc-safe	`春原@「こんな場所で事を起こした日にゃ…分が悪すぎるよ…」	`Sunohara@I can't make trouble here. I'd be totally outnumbered...	`春原@「你试着在这种地方惹事看看…太吃亏了…」		anchor	same-scene-sequence
SEEN0414	1056	pc-safe	`春原@「でも、まぁ、卒業間際になったら、派手にやるのもいいね」	`Sunohara@But I guess I wouldn't mind doing something crazy right before graduation.	`春原@「不过，哼，等到快毕业的时候，给他们点颜色瞧瞧也不错哦」		equal-segment	same-scene-sequence
SEEN0414	1072	pc-safe	`春原@「そん時は、＊Ａ、僕の背中はおまえに任せるぜっ」	`Sunohara@I'll be counting on you to have my back then, all right?	`春原@「到时候，＊Ａ，我的背后就全靠你了」		equal-segment	same-scene-sequence
SEEN0414	1074	pc-safe	`＊Ｂ@「ラッキー、ザックリいくな」	`＊Ｂ@Great, I'll be sure to take a shot of my own at you while I'm at it.	`＊Ｂ@「Ｌｕｃｋｙ！正好把你打烂！」		equal-segment	same-scene-sequence
SEEN0414	1090	pc-safe	`春原@「くるなよっ！　いけよっ！」	`Sunohara@You're supposed to be covering my back, not stabbing it!	`春原@「不是打我！打他们啊！」		equal-segment	same-scene-sequence
SEEN0414	1092	pc-safe	`＊Ｂ@「だって、俺、ラグビー部側だぜ？」	`＊Ｂ@I'm on the rugby team's side, you know?	`＊Ｂ@「因为我和橄榄球队的是同伙啊？」		equal-segment	same-scene-sequence
SEEN0414	1108	pc-safe	`春原@「いつからだよっ！」	`Sunohara@Since when?!	`春原@「从什么时候开始的啊！」		equal-segment	same-scene-sequence
SEEN0414	1110	pc-safe	`＊Ｂ@「いや、そん時だけ」	`＊Ｂ@Oh, not now. But I will be when all this goes down.	`＊Ｂ@「不，只有揍你的时候才是」		equal-segment	same-scene-sequence
SEEN0414	1112	pc-safe	`春原@「はい!?　なんでよっ!?」	`Sunohara@What?! Why?!?	`春原@「啊！？为什么啊！？」		anchor	aggressive-between-anchors
SEEN0414	1114	pc-safe	`春原@「共に過ごしてきた僕らの二年間は一体何よっ！　ええっ!?」	`Sunohara@Did these two years we've spent together mean nothing to you? Really?!	`春原@「我们共同度过的这两年时间到底算什么啊！啊！？」		anchor	aggressive-between-anchors
SEEN0414	1116	pc-safe	$S065どぉんっ！	$S065*BOOM*	咚！	$S065	equal-segment	global-exact-unique
SEEN0414	1119	pc-safe	　	　	　			nonverbal-preserved
SEEN0414	1135	pc-safe	壁が揺れた。	The wall shakes.	墙壁晃了一下。		equal-segment	same-scene-sequence
SEEN0414	1137	pc-safe	続けざま、『静かにしろぉっ！』と怒鳴り声。	The rumble is followed by a ❝Quiet down!!❞	紧接着传来了『安静一点！』的怒吼声。		equal-segment	same-scene-sequence
SEEN0414	1153	pc-safe	`春原@「ひぃっ」	`Sunohara@Eeek!	`春原@「嘿～」		equal-segment	same-scene-sequence
SEEN0414	1155	pc-safe	`＊Ｂ@「蹴り返してやろう」	`＊Ｂ@I'll kick the wall right back for you.	`＊Ｂ@「替你回敬一脚好了」		equal-segment	same-scene-sequence
SEEN0414	1171	pc-safe	`春原@「やめてくれぇっ！」	`Sunohara@No, don't!	`春原@「给我住手！」		equal-segment	same-scene-sequence
SEEN0414	1173	pc-safe	`＊Ｂ@「おまえ、超ビビリな」	`＊Ｂ@You get scared way too easily.	`＊Ｂ@「你还真是畏首畏尾啊」		equal-segment	same-scene-sequence
SEEN0414	1189	pc-safe	`春原@「おまえな…僕の立場に立ってみろよ…」	`Sunohara@Dude, put yourself in my shoes...	`春原@「我说你…你也试着站在我的立场上想想嘛…」		equal-segment	same-scene-sequence
SEEN0414	1191	pc-safe	泣いている…。	He's crying now...	他哭出来了…		equal-segment	same-scene-sequence
SEEN0414	1193	pc-safe	`春原@「頼むから、ここでは大人しくしててくれ」	`Sunohara@Please, just don't make any trouble while you're here.	`春原@「求你了，在这里的时候就老实一点吧」		anchor	same-scene-sequence
SEEN0414	1195	pc-safe	`＊Ｂ@「あ、ああ…」	`＊Ｂ@Uh, sure...	`＊Ｂ@「哦，嗯…」		equal-segment	same-scene-sequence
SEEN0414	1197	pc-safe	その迫力ある惨めさに気圧されてしまう。	His pathetic display has such an impact on me that I give in without thinking.	我被他那魄力十足的惨样给镇住了。		equal-segment	same-scene-sequence
SEEN0414	1208	pc-safe	もぐもぐ…	*Munch* *Munch*	呜噜呜噜…		equal-segment	same-scene-sequence
SEEN0414	1212	pc-safe	俺は壁と万年コタツに挟まれた狭い空間に腰を落ち着けて、弁当を食べ始めていた。	I settle down in the small area between the wall and Sunohara's ever-present $K37kotatsu$K0 table and begin to eat my dinner.	我在被炉与墙壁间的狭小空间里坐下，开始吃便当。		equal-segment	same-scene-sequence
SEEN0414	1214	pc-safe	`＊Ｂ@「悪い、お茶」	`＊Ｂ@Sorry, could I get some tea?	`＊Ｂ@「劳驾，上茶」		equal-segment	same-scene-sequence
SEEN0414	1230	pc-safe	`春原@「出ねーよっ！」	`Sunohara@You think I'm gonna serve you tea?!	`春原@「没有！」		equal-segment	same-scene-sequence
SEEN0414	1232	pc-safe	`＊Ｂ@「だから悪いって、言ってるじゃん」	`＊Ｂ@Hey, I said sorry.	`＊Ｂ@「所以我才说要劳驾嘛」		equal-segment	same-scene-sequence
SEEN0414	1248	pc-safe	`春原@「頭下げようが、出ねぇよっ」	`Sunohara@I don't care if you apologize or not, you're not getting any tea from me.	`春原@「你就算鞠躬也没用，没有就是没有」		equal-segment	same-scene-sequence
SEEN0414	1264	pc-safe	`春原@「おまえ、ここが食堂かなんかと勘違いしてない？」	`Sunohara@What do you think this is, the cafeteria?	`春原@「呐，你是不是把这里当成食堂什么的了？」		equal-segment	same-scene-sequence
SEEN0414	1266	pc-safe	`＊Ｂ@「おまえの部屋だろ。わかってるよ」	`＊Ｂ@We're in your room. I understand that.	`＊Ｂ@「我明白，这是你的房间对吧」		equal-segment	same-scene-sequence
SEEN0414	1268	pc-safe	`春原@「ああ」	`Sunohara@Uh-huh.	`春原@「嗯」		anchor	same-scene-sequence
SEEN0414	1270	pc-safe	`＊Ｂ@「そして、おまえは、小間使いだ」	`＊Ｂ@And you're my maid here.	`＊Ｂ@「还有，你是我的贴身佣人」		equal-segment	same-scene-sequence
SEEN0414	1286	pc-safe	`春原@「ぜんぜんわかってないっすね」	`Sunohara@Yeah, you definitely don't get any now.	`春原@「看来你是一点也没明白啊」		equal-segment	same-scene-sequence
SEEN0414	1288	pc-safe	`＊Ｂ@「頼むよ、買い忘れてきたんだよ」	`＊Ｂ@Please? I forgot to buy some.	`＊Ｂ@「帮帮忙吧。我忘记买茶了」		equal-segment	same-scene-sequence
SEEN0414	1290	pc-safe	`春原@「自分で行くという発想は、浮かばないのかよ…」	`Sunohara@So is the idea of going out to buy some yourself just not registering?	`春原@「你就一点也没考虑过自己去买吗…」		anchor	same-scene-sequence
SEEN0414	1292	pc-safe	`＊Ｂ@「だって、おまえ、俺に命を助けられてからというもの、俺の役に立ちたくて、仕方がなかったんだろ？」	`＊Ｂ@But I thought you wanted to do anything you could to be of service to me after I saved your life. No?	`＊Ｂ@「那还不是因为你被我救了一命，拼命想为我做事，我才盛情难却的吗？」		equal-segment	same-scene-sequence
SEEN0414	1308	pc-safe	`春原@「そんな裏設定は隠されていませんっ」	`Sunohara@What? That never happened!	`春原@「才没有那种隐藏设定呢」		equal-segment	same-scene-sequence
SEEN0414	1310	pc-safe	`＊Ｂ@「俺が助けた後、おまえ、言ったじゃん」	`＊Ｂ@That's what you told me after I saved you, though.	`＊Ｂ@「我救了你之后，你不是这样说过吗」		equal-segment	same-scene-sequence
SEEN0414	1326	pc-safe	`＊Ｂ@「春原という男は、あの時死にました…」	`＊Ｂ@❝That man named Sunohara died long ago...❞	`＊Ｂ@「『叫做春原的男人，已经在那时死去了…』」		equal-segment	same-scene-sequence
SEEN0414	1328	pc-safe	`＊Ｂ@「今ここにいるのは、あなたにお仕えする、ただのお茶くみなのです…てさ」	`＊Ｂ@❝Before you now stands your loyal attendant. I am but a simple tea servant.❞ That's what you said to me.	`＊Ｂ@「『现在活在这里的，只是一个侍奉在您左右，端茶送水的人』…对吧」		equal-segment	same-scene-sequence
SEEN0414	1330	pc-safe	`＊Ｂ@「はい、お茶」	`＊Ｂ@So. Tea, please.	`＊Ｂ@「好了，上茶」		equal-segment	same-scene-sequence
SEEN0414	1346	pc-safe	`春原@「壮大な嘘つくなっ」	`Sunohara@That's the worst story I've ever heard!	`春原@「别编那种天大的瞎话了」		equal-segment	same-scene-sequence
SEEN0414	1348	pc-safe	`＊Ｂ@「じゃあ、最後のお茶でいいから」	`＊Ｂ@All right. Could you just get me one last cup of tea, then?	`＊Ｂ@「那就把它当作最后的茶好了」		equal-segment	same-scene-sequence
SEEN0414	1350	pc-safe	`春原@「最初も最後もねぇよっ」	`Sunohara@I'm not getting you a last cup, just like I'm not getting you a first cup!	`春原@「什么最初最后的！」		anchor	same-scene-sequence
SEEN0414	1352	pc-safe	`＊Ｂ@「いや、感動的だぜ。これ聞いたら、おまえは、絶対入れたくなるな」	`＊Ｂ@Oh, but it's such a moving story. You'll definitely want to pour me some once you hear it:	`＊Ｂ@「啊，太感动了。听听这个，你一定会想要为我泡茶的」		equal-segment	same-scene-sequence
